marker	cM	mapped	original_chr	LG	trim
5348	3.306	29018390	chr5	LG12	No
5340	3.383	28786730	chr5	LG12	No
5328	3.69	28163323	chr5	LG12	No
5337	3.766	28650273	chr5	LG12	No
5339	3.766	28674045	chr5	LG12	No
5332	3.766	28540125	chr5	LG12	No
5329	3.843	28272368	chr5	LG12	No
5330	4.227	28284491	chr5	LG12	No
5322	4.304	27803936	chr5	LG12	No
5320	4.688	27801811	chr5	LG12	No
5324	5.073	27996481	chr5	LG12	No
5315	5.073	27297553	chr5	LG12	No
5293	6.628	26584765	chr5	LG12	No
5291	7.09	26353887	chr5	LG12	No
5289	7.628	26219026	chr5	LG12	No
5268	7.782	25263106	chr5	LG12	No
5274	7.858	25376727	chr5	LG12	No
5257	7.935	24904293	chr5	LG12	No
5273	8.012	25363750	chr5	LG12	No
5258	9.095	24924946	chr5	LG12	No
5235	9.403	23793141	chr5	LG12	No
5245	10.019	24315230	chr5	LG12	No
5227	10.249	22974377	chr5	LG12	No
5228	11.021	23102191	chr5	LG12	No
5218	11.097	22368595	chr5	LG12	No
5219	11.636	22368618	chr5	LG12	No
5215	11.713	22154002	chr5	LG12	No
5214	11.713	22118519	chr5	LG12	No
5211	12.485	21921089	chr5	LG12	No
5217	12.946	22154018	chr5	LG12	No
5201	13.023	21723727	chr5	LG12	No
5197	13.33	21455491	chr5	LG12	No
5187	13.483	20695733	chr5	LG12	No
5142	13.637	18878142	chr5	LG12	No
5168	13.637	20199490	chr5	LG12	No
5186	13.637	20680608	chr5	LG12	No
5190	13.637	20719415	chr5	LG12	No
5189	13.637	20717128	chr5	LG12	No
5127	13.637	18159502	chr5	LG12	No
5182	13.637	20536173	chr5	LG12	No
5153	13.79	19471375	chr5	LG12	No
5173	13.79	20294119	chr5	LG12	No
5176	15.188	20369539	chr5	LG12	No
5198	16.35	21455517	chr5	LG12	No
5183	16.58	20536204	chr5	LG12	No
5158	17.041	19802268	chr5	LG12	No
5156	17.195	19742625	chr5	LG12	No
5160	17.656	19830497	chr5	LG12	No
5159	17.656	19830473	chr5	LG12	No
5154	17.81	19513571	chr5	LG12	No
5126	18.893	18056657	chr5	LG12	No
5116	19.587	17505336	chr5	LG12	No
5089	19.587	16313294	chr5	LG12	No
5118	19.587	17729559	chr5	LG12	No
5117	19.587	17505337	chr5	LG12	No
5112	19.741	17228292	chr5	LG12	No
5113	21.217	17399656	chr5	LG12	No
5114	21.911	17485321	chr5	LG12	No
5121	21.911	17870323	chr5	LG12	No
5109	22.295	17056730	chr5	LG12	No
5108	22.372	17008180	chr5	LG12	No
5098	22.448	16814933	chr5	LG12	No
5100	22.448	16898442	chr5	LG12	No
5103	22.448	16903242	chr5	LG12	No
5106	22.525	16914660	chr5	LG12	No
5101	22.602	16903136	chr5	LG12	No
5076	22.602	15167166	chr5	LG12	No
5099	22.832	16897050	chr5	LG12	No
5091	23.062	16425664	chr5	LG12	No
5086	23.756	16256373	chr5	LG12	No
5071	24.295	14874184	chr5	LG12	No
5073	24.295	14884210	chr5	LG12	No
5066	24.679	14313483	chr5	LG12	No
5067	25.141	14374818	chr5	LG12	No
5064	25.294	14280704	chr5	LG12	No
5069	25.294	14530794	chr5	LG12	No
5068	25.448	14497935	chr5	LG12	No
5062	25.678	14040401	chr5	LG12	No
5058	25.908	13614134	chr5	LG12	No
5050	25.985	12717942	chr5	LG12	No
5057	26.061	13602622	chr5	LG12	No
5051	26.523	12836523	chr5	LG12	No
5041	26.523	12292184	chr5	LG12	No
5049	27.685	12707857	chr5	LG12	No
5053	27.838	12937733	chr5	LG12	No
5040	29.473	12189324	chr5	LG12	No
5135	29.473	18418880	chr5	LG12	No
5042	30.322	12294887	chr5	LG12	No
5027	31.094	11264293	chr5	LG12	No
5028	31.17	11277798	chr5	LG12	No
5025	31.478	10856202	chr5	LG12	No
5022	31.785	10419504	chr5	LG12	No
5015	32.169	9766786	chr5	LG12	No
5012	33.253	8891370	chr5	LG12	No
5009	33.329	8752079	chr5	LG12	No
5000	34.179	7841006	chr5	LG12	No
5006	34.409	8576538	chr5	LG12	No
4998	34.948	7582769	chr5	LG12	No
4999	35.564	7731844	chr5	LG12	No
4987	36.962	5285549	chr5	LG12	No
4990	38.281	5681737	chr5	LG12	No
4989	38.357	5636216	chr5	LG12	No
4991	38.511	5768705	chr5	LG12	No
4986	39.516	5199690	chr5	LG12	No
4967	40.366	4041318	chr5	LG12	No
4981	40.366	4530461	chr5	LG12	No
4977	41.137	4336419	chr5	LG12	No
4950	41.444	3862776	chr5	LG12	No
4973	41.444	4228131	chr5	LG12	No
4940	41.598	3818179	chr5	LG12	No
4974	42.369	4228139	chr5	LG12	No
4949	42.523	3860015	chr5	LG12	No
4941	42.599	3818597	chr5	LG12	No
4943	42.599	3825439	chr5	LG12	No
4965	42.676	4019040	chr5	LG12	No
4935	42.906	3775985	chr5	LG12	No
4946	44.699	3829384	chr5	LG12	No
4942	44.699	3825416	chr5	LG12	No
4966	44.699	4041269	chr5	LG12	No
4931	44.776	3731329	chr5	LG12	No
4929	45.006	3684776	chr5	LG12	No
4914	45.468	3448856	chr5	LG12	No
4928	45.544	3684761	chr5	LG12	No
4932	45.544	3731385	chr5	LG12	No
4906	45.851	3318425	chr5	LG12	No
4900	45.928	3270206	chr5	LG12	No
4899	45.928	3270186	chr5	LG12	No
4920	46.081	3521758	chr5	LG12	No
4893	46.081	3179360	chr5	LG12	No
4911	46.081	3382821	chr5	LG12	No
4897	46.62	3229021	chr5	LG12	No
4918	46.774	3501186	chr5	LG12	No
4885	47.936	3069996	chr5	LG12	No
4884	48.243	2963540	chr5	LG12	No
4913	48.396	3448816	chr5	LG12	No
4875	49.013	2906448	chr5	LG12	No
4869	49.166	2868802	chr5	LG12	No
4872	49.166	2875258	chr5	LG12	No
4874	49.166	2900296	chr5	LG12	No
4871	49.319	2875252	chr5	LG12	No
4877	49.704	2936218	chr5	LG12	No
4870	49.857	2871031	chr5	LG12	No
4867	50.707	2702803	chr5	LG12	No
4865	51.478	2412559	chr5	LG12	No
4860	52.25	2179794	chr5	LG12	No
4862	52.944	2259204	chr5	LG12	No
4857	53.56	2098422	chr5	LG12	No
4850	55.036	1927295	chr5	LG12	No
4858	56.434	2098484	chr5	LG12	No
4852	57.753	1944555	chr5	LG12	No
4842	57.906	1818524	chr5	LG12	No
4830	57.906	1650165	chr5	LG12	No
4815	57.906	1456276	chr5	LG12	No
4840	57.906	1818502	chr5	LG12	No
4822	58.214	1512771	chr5	LG12	No
4833	58.214	1684667	chr5	LG12	No
4844	58.367	1828657	chr5	LG12	No
4847	58.367	1832960	chr5	LG12	No
4837	58.444	1788885	chr5	LG12	No
4825	58.751	1621673	chr5	LG12	No
4821	59.29	1506133	chr5	LG12	No
4817	59.52	1480314	chr5	LG12	No
4812	59.75	1412462	chr5	LG12	No
4819	60.057	1486143	chr5	LG12	No
4780	60.519	1160715	chr5	LG12	No
4810	60.519	1376968	chr5	LG12	No
4811	60.519	1377005	chr5	LG12	No
4799	60.672	1258874	chr5	LG12	No
4785	60.672	1183083	chr5	LG12	No
4805	60.672	1296573	chr5	LG12	No
4806	60.749	1297456	chr5	LG12	No
4809	60.749	1349445	chr5	LG12	No
4786	60.902	1196556	chr5	LG12	No
4787	60.902	1196638	chr5	LG12	No
4792	60.902	1248976	chr5	LG12	No
4791	60.979	1234295	chr5	LG12	No
4801	61.056	1261534	chr5	LG12	No
4788	61.056	1196703	chr5	LG12	No
4800	61.132	1261521	chr5	LG12	No
4793	61.209	1248989	chr5	LG12	No
4772	61.748	1151032	chr5	LG12	No
4771	61.748	1150933	chr5	LG12	No
4774	61.748	1151085	chr5	LG12	No
4773	61.748	1151033	chr5	LG12	No
4784	62.055	1177979	chr5	LG12	No
4762	62.055	1137410	chr5	LG12	No
4781	62.208	1177947	chr5	LG12	No
4741	62.208	960436	chr5	LG12	No
4754	62.285	1071926	chr5	LG12	No
4789	62.362	1224366	chr5	LG12	No
4750	62.515	1025627	chr5	LG12	No
4749	62.668	998994	chr5	LG12	No
4737	62.822	949476	chr5	LG12	No
4729	62.822	927109	chr5	LG12	No
4748	62.822	998906	chr5	LG12	No
4738	62.822	949478	chr5	LG12	No
4744	62.822	961600	chr5	LG12	No
4732	62.898	927577	chr5	LG12	No
4731	62.898	927566	chr5	LG12	No
4730	63.052	927120	chr5	LG12	No
4746	63.205	983664	chr5	LG12	No
4742	63.205	960454	chr5	LG12	No
4753	63.435	1034568	chr5	LG12	No
4698	64.285	716311	chr5	LG12	No
4697	64.285	709989	chr5	LG12	No
4719	64.361	841373	chr5	LG12	No
4686	64.361	623960	chr5	LG12	No
4720	64.361	841382	chr5	LG12	No
4663	64.361	343648	chr5	LG12	No
4718	64.361	839801	chr5	LG12	No
4691	64.438	678637	chr5	LG12	No
4679	64.438	513726	chr5	LG12	No
4689	64.438	668942	chr5	LG12	No
4706	64.438	762046	chr5	LG12	No
4713	64.438	799192	chr5	LG12	No
4712	64.591	799159	chr5	LG12	No
4696	64.591	690819	chr5	LG12	No
4654	64.745	216387	chr5	LG12	No
4693	64.745	680759	chr5	LG12	No
4688	64.821	668885	chr5	LG12	No
4684	65.052	570395	chr5	LG12	No
4651	65.128	165705	chr5	LG12	No
4678	65.205	506693	chr5	LG12	No
4656	65.205	247232	chr5	LG12	No
4676	65.205	490128	chr5	LG12	No
4660	65.281	264359	chr5	LG12	No
4671	65.281	457147	chr5	LG12	No
4658	65.281	251829	chr5	LG12	No
4701	67.233	736660	chr5	LG12	No
4666	67.387	416030	chr5	LG12	No
4657	67.387	251828	chr5	LG12	No
4739	67.54	949497	chr5	LG12	No
4708	68.702	779693	chr5	LG12	No
4653	70.1	192456	chr5	LG12	No
4803	70.176	1263046	chr5	LG12	No
4673	70.406	470473	chr5	LG12	No
4826	70.406	1628591	chr5	LG12	No
4851	70.406	1931302	chr5	LG12	No
4828	70.406	1639820	chr5	LG12	No
4672	70.406	470472	chr5	LG12	No
4652	70.406	178924	chr5	LG12	No
4936	70.637	3783582	chr5	LG12	No
4824	71.098	1585608	chr5	LG12	No
4645	71.56	10135	chr5	LG12	No
4703	72.8	754110	chr5	LG12	No
4699	73.494	716499	chr5	LG12	No
4687	74.11	649594	chr5	LG12	No
901	0	202958	000153F0	LG13	No
892	1.916	177465	000153F0	LG13	No
13253	3.143	27606941	chr17	LG13	No
13237	4.838	27311816	chr17	LG13	No
13273	5.299	27876158	chr17	LG13	No
13258	5.541	27633676	chr17	LG13	No
13268	5.783	27712216	chr17	LG13	No
13254	5.783	27618540	chr17	LG13	No
13244	6.322	27352029	chr17	LG13	No
13247	6.322	27386027	chr17	LG13	No
13240	6.322	27335503	chr17	LG13	No
13232	6.706	27264794	chr17	LG13	No
13226	6.706	27249270	chr17	LG13	No
907	7.014	244727	000153F0	LG13	No
882	7.167	55197	000153F0	LG13	No
896	7.167	196219	000153F0	LG13	No
903	7.167	211486	000153F0	LG13	No
911	9.119	444193	000153F0	LG13	No
887	10.516	99128	000153F0	LG13	No
885	10.747	86711	000153F0	LG13	No
884	10.747	86710	000153F0	LG13	No
888	10.9	105651	000153F0	LG13	No
874	11.053	16964	000153F0	LG13	No
875	11.053	18799	000153F0	LG13	No
886	11.053	94316	000153F0	LG13	No
900	11.053	202953	000153F0	LG13	No
883	11.053	70150	000153F0	LG13	No
899	11.053	201640	000153F0	LG13	No
1559	11.053	100034	000230F0	LG13	No
1557	11.053	81922	000230F0	LG13	No
1561	11.053	108284	000230F0	LG13	No
1556	11.053	12917	000230F0	LG13	No
1558	11.053	81935	000230F0	LG13	No
1562	11.053	119607	000230F0	LG13	No
1612	11.053	78201	000268F0	LG13	No
1613	11.053	78248	000268F0	LG13	No
904	11.361	211533	000153F0	LG13	No
910	11.514	422882	000153F0	LG13	No
912	11.591	537934	000153F0	LG13	No
913	11.591	557316	000153F0	LG13	No
13234	11.744	27268944	chr17	LG13	No
13233	11.744	27268934	chr17	LG13	No
13243	11.821	27349029	chr17	LG13	No
13229	11.897	27264714	chr17	LG13	No
13245	12.128	27383322	chr17	LG13	No
13249	12.128	27430176	chr17	LG13	No
13266	12.204	27669947	chr17	LG13	No
13242	12.204	27346360	chr17	LG13	No
13261	13.366	27646226	chr17	LG13	No
13265	13.366	27663649	chr17	LG13	No
13263	13.443	27654588	chr17	LG13	No
13264	13.596	27654645	chr17	LG13	No
13262	13.596	27646252	chr17	LG13	No
13269	13.98	27734201	chr17	LG13	No
13272	15.378	27786887	chr17	LG13	No
13274	15.378	27876188	chr17	LG13	No
13277	15.762	27992571	chr17	LG13	No
13280	15.916	28025720	chr17	LG13	No
13279	16.069	28003767	chr17	LG13	No
13278	16.069	27995145	chr17	LG13	No
13284	16.299	28205351	chr17	LG13	No
13283	16.376	28204573	chr17	LG13	No
13281	16.376	28193290	chr17	LG13	No
13288	16.915	28259017	chr17	LG13	No
13287	17.454	28259012	chr17	LG13	No
13290	17.454	28271623	chr17	LG13	No
13285	17.53	28221898	chr17	LG13	No
13296	17.684	28344555	chr17	LG13	No
13295	17.684	28344524	chr17	LG13	No
13286	18.145	28242461	chr17	LG13	No
13304	18.452	28428993	chr17	LG13	No
13316	19.458	28528886	chr17	LG13	No
13305	19.458	28448300	chr17	LG13	No
13312	19.458	28528746	chr17	LG13	No
13314	19.458	28528858	chr17	LG13	No
13313	19.535	28528797	chr17	LG13	No
13317	20.618	28528893	chr17	LG13	No
13319	20.695	28557030	chr17	LG13	No
13321	20.771	28570088	chr17	LG13	No
13326	21.621	28616349	chr17	LG13	No
13329	22.705	28740193	chr17	LG13	No
13328	22.781	28655388	chr17	LG13	No
13334	22.781	28779898	chr17	LG13	No
13333	22.781	28779894	chr17	LG13	No
13221	22.858	26974375	chr17	LG13	No
13335	22.858	28786081	chr17	LG13	No
13220	24.334	26968111	chr17	LG13	No
13214	24.488	26940597	chr17	LG13	No
13222	24.872	26979103	chr17	LG13	No
13211	25.179	26811554	chr17	LG13	No
13203	25.641	26687636	chr17	LG13	No
13209	25.871	26770243	chr17	LG13	No
13204	26.101	26689141	chr17	LG13	No
13198	26.795	26251973	chr17	LG13	No
13199	26.795	26251991	chr17	LG13	No
13185	27.957	25845097	chr17	LG13	No
13186	27.957	25845147	chr17	LG13	No
13197	28.034	26166804	chr17	LG13	No
13173	28.961	25688952	chr17	LG13	No
13187	29.038	25858851	chr17	LG13	No
13178	29.114	25776860	chr17	LG13	No
13176	29.421	25761314	chr17	LG13	No
13175	29.421	25761310	chr17	LG13	No
13168	30.115	25465113	chr17	LG13	No
13169	30.115	25465114	chr17	LG13	No
13183	30.346	25829226	chr17	LG13	No
13153	31.429	25050514	chr17	LG13	No
13160	31.429	25050906	chr17	LG13	No
13164	31.506	25082441	chr17	LG13	No
13155	31.659	25050541	chr17	LG13	No
13161	32.044	25050931	chr17	LG13	No
13147	32.197	24818107	chr17	LG13	No
13141	32.813	24660082	chr17	LG13	No
13140	32.813	24648233	chr17	LG13	No
13139	34.054	24545561	chr17	LG13	No
13136	35.53	24545434	chr17	LG13	No
13123	35.837	24124936	chr17	LG13	No
13132	35.914	24440920	chr17	LG13	No
13120	36.453	24062852	chr17	LG13	No
13111	36.529	23640372	chr17	LG13	No
13049	36.606	20057486	chr17	LG13	No
13109	38.399	23503530	chr17	LG13	No
13104	39.248	23437467	chr17	LG13	No
13068	39.402	21451090	chr17	LG13	No
13043	39.478	19486895	chr17	LG13	No
13027	39.709	18901025	chr17	LG13	No
13077	40.48	22100791	chr17	LG13	No
13007	41.486	17781008	chr17	LG13	No
13102	41.716	23395410	chr17	LG13	No
13119	41.946	24053289	chr17	LG13	No
13125	42.176	24187598	chr17	LG13	No
13002	42.253	17164622	chr17	LG13	No
13126	42.33	24262656	chr17	LG13	No
12982	42.406	14822739	chr17	LG13	No
13131	42.406	24364230	chr17	LG13	No
13134	42.406	24452121	chr17	LG13	No
13137	42.406	24545466	chr17	LG13	No
12983	42.406	14844096	chr17	LG13	No
13133	42.483	24452118	chr17	LG13	No
13138	42.56	24545517	chr17	LG13	No
13179	43.176	25776863	chr17	LG13	No
13171	43.329	25524049	chr17	LG13	No
13143	43.406	24679961	chr17	LG13	No
13135	43.406	24476460	chr17	LG13	No
13189	43.636	25904458	chr17	LG13	No
13110	44.642	23640366	chr17	LG13	No
13112	45.258	23654618	chr17	LG13	No
13096	45.488	22894748	chr17	LG13	No
13074	45.795	21975126	chr17	LG13	No
12998	46.026	16690024	chr17	LG13	No
13095	46.179	22857281	chr17	LG13	No
13083	46.486	22451144	chr17	LG13	No
13064	46.486	21237502	chr17	LG13	No
13066	46.486	21380588	chr17	LG13	No
13071	46.486	21649087	chr17	LG13	No
13093	46.486	22705772	chr17	LG13	No
13070	47.025	21645893	chr17	LG13	No
13053	47.102	20467648	chr17	LG13	No
13063	47.873	21237496	chr17	LG13	No
13047	48.879	19541959	chr17	LG13	No
13061	49.263	21101590	chr17	LG13	No
13060	49.263	21085107	chr17	LG13	No
13046	49.416	19541940	chr17	LG13	No
13044	49.416	19486926	chr17	LG13	No
13045	49.416	19506166	chr17	LG13	No
13041	49.493	19320737	chr17	LG13	No
13040	49.493	19292424	chr17	LG13	No
13038	49.57	19250357	chr17	LG13	No
13034	51.125	19146383	chr17	LG13	No
13037	51.975	19156194	chr17	LG13	No
13019	52.051	18568206	chr17	LG13	No
12999	52.051	16823407	chr17	LG13	No
13033	52.979	19139879	chr17	LG13	No
12996	53.055	16329534	chr17	LG13	No
12997	53.827	16411309	chr17	LG13	No
13006	54.057	17781002	chr17	LG13	No
12992	54.364	15834123	chr17	LG13	No
12990	54.826	15512440	chr17	LG13	No
12984	55.365	14925870	chr17	LG13	No
12988	55.595	15403530	chr17	LG13	No
12979	56.367	14448487	chr17	LG13	No
12953	57.607	11419560	chr17	LG13	No
12976	57.607	13865234	chr17	LG13	No
12977	57.607	13865255	chr17	LG13	No
12991	57.837	15581783	chr17	LG13	No
12974	58.453	13572495	chr17	LG13	No
12964	59.615	12256128	chr17	LG13	No
12965	59.615	12256159	chr17	LG13	No
12972	59.692	13388132	chr17	LG13	No
12970	59.769	13057055	chr17	LG13	No
12963	59.845	12252087	chr17	LG13	No
12962	59.999	12128583	chr17	LG13	No
12961	60.229	11992590	chr17	LG13	No
12959	60.306	11813486	chr17	LG13	No
12948	60.382	11137937	chr17	LG13	No
12949	60.536	11202716	chr17	LG13	No
12937	60.612	10845929	chr17	LG13	No
12952	60.612	11419529	chr17	LG13	No
12940	61.229	10889483	chr17	LG13	No
12951	61.229	11298327	chr17	LG13	No
12936	61.305	10842047	chr17	LG13	No
12946	61.382	11050849	chr17	LG13	No
12943	61.382	10939587	chr17	LG13	No
12939	61.382	10884458	chr17	LG13	No
12947	61.458	11134992	chr17	LG13	No
12931	61.689	10147211	chr17	LG13	No
12935	61.689	10804693	chr17	LG13	No
12899	61.996	8469219	chr17	LG13	No
12945	61.996	10990188	chr17	LG13	No
12933	62.149	10567665	chr17	LG13	No
12929	62.379	10113119	chr17	LG13	No
12918	62.533	9392085	chr17	LG13	No
12932	62.533	10424744	chr17	LG13	No
12919	63.382	9392088	chr17	LG13	No
12914	63.382	9281782	chr17	LG13	No
12923	63.382	9673998	chr17	LG13	No
12913	63.382	9281224	chr17	LG13	No
12922	63.459	9535827	chr17	LG13	No
12909	63.766	9260430	chr17	LG13	No
12911	63.843	9272416	chr17	LG13	No
12907	63.996	9189593	chr17	LG13	No
12900	64.073	8828035	chr17	LG13	No
12886	64.073	7525887	chr17	LG13	No
12924	64.073	9955137	chr17	LG13	No
12905	64.226	9084095	chr17	LG13	No
12897	64.92	7970255	chr17	LG13	No
12887	64.997	7525926	chr17	LG13	No
12901	65.073	8877313	chr17	LG13	No
12888	65.458	7574009	chr17	LG13	No
12892	65.534	7622110	chr17	LG13	No
12877	65.919	7203632	chr17	LG13	No
12885	65.995	7439134	chr17	LG13	No
12865	66.072	6780974	chr17	LG13	No
12868	66.225	6800677	chr17	LG13	No
12881	66.225	7284599	chr17	LG13	No
12869	66.532	6800679	chr17	LG13	No
12859	66.532	6295968	chr17	LG13	No
12861	66.532	6546482	chr17	LG13	No
12867	66.532	6800649	chr17	LG13	No
12864	66.532	6664371	chr17	LG13	No
12873	66.609	6975776	chr17	LG13	No
12863	66.609	6611942	chr17	LG13	No
12840	66.916	5162815	chr17	LG13	No
12857	66.916	6161393	chr17	LG13	No
12862	66.916	6546486	chr17	LG13	No
12856	66.916	6161304	chr17	LG13	No
12858	66.916	6295949	chr17	LG13	No
12860	66.916	6380636	chr17	LG13	No
12854	67.147	6078179	chr17	LG13	No
12846	67.996	5241097	chr17	LG13	No
12849	68.073	5340011	chr17	LG13	No
12848	68.073	5326985	chr17	LG13	No
12841	68.38	5195523	chr17	LG13	No
12842	68.38	5195535	chr17	LG13	No
12821	68.61	4706353	chr17	LG13	No
12822	68.61	4802247	chr17	LG13	No
12823	68.763	4802260	chr17	LG13	No
12819	68.763	4667689	chr17	LG13	No
12810	68.84	4329214	chr17	LG13	No
12804	69.224	4108804	chr17	LG13	No
12815	69.224	4384035	chr17	LG13	No
12814	69.224	4384029	chr17	LG13	No
12813	69.224	4383990	chr17	LG13	No
12805	69.378	4108804	chr17	LG13	No
12782	70.149	3047990	chr17	LG13	No
12773	71.077	2320294	chr17	LG13	No
12780	71.153	2781697	chr17	LG13	No
12844	71.153	5222782	chr17	LG13	No
12843	71.153	5222777	chr17	LG13	No
12767	71.384	2062327	chr17	LG13	No
12902	71.537	8943560	chr17	LG13	No
12774	71.537	2320300	chr17	LG13	No
12827	71.72	4874741	chr17	LG13	No
12769	71.72	2100803	chr17	LG13	No
12747	71.903	1327013	chr17	LG13	No
12826	71.903	4874740	chr17	LG13	No
12745	71.995	1308177	chr17	LG13	No
12749	71.995	1358922	chr17	LG13	No
12772	71.995	2295037	chr17	LG13	No
12811	71.995	4333100	chr17	LG13	No
12738	72.27	769693	chr17	LG13	No
12746	72.27	1308178	chr17	LG13	No
12789	72.545	3584954	chr17	LG13	No
12743	72.545	1280606	chr17	LG13	No
12792	72.636	3677666	chr17	LG13	No
12788	72.636	3572826	chr17	LG13	No
47	72.636	1221060	000077F0	LG13	No
50	72.636	2257230	000077F0	LG13	No
49	72.636	1698450	000077F0	LG13	No
12809	72.94	4320297	chr17	LG13	No
132	0	437712	000095F0	LG14	No
91	0.42	277297	000095F0	LG14	No
83	0.42	134717	000095F0	LG14	No
109	0.42	366003	000095F0	LG14	No
101	0.42	304460	000095F0	LG14	No
88	0.42	277267	000095F0	LG14	No
113	0.765	408360	000095F0	LG14	No
192	0.765	1363296	000095F0	LG14	No
90	4.084	277296	000095F0	LG14	No
114	4.16	408399	000095F0	LG14	No
112	4.237	404148	000095F0	LG14	No
138	4.314	474429	000095F0	LG14	No
96	4.314	303803	000095F0	LG14	No
89	4.39	277273	000095F0	LG14	No
94	4.39	293597	000095F0	LG14	No
102	4.467	307619	000095F0	LG14	No
103	4.467	307633	000095F0	LG14	No
104	4.62	308997	000095F0	LG14	No
117	4.697	409586	000095F0	LG14	No
123	4.697	418333	000095F0	LG14	No
119	4.773	410297	000095F0	LG14	No
74	4.773	35108	000095F0	LG14	No
118	4.773	410295	000095F0	LG14	No
100	4.85	304410	000095F0	LG14	No
73	4.85	35094	000095F0	LG14	No
124	4.927	418630	000095F0	LG14	No
141	5.08	478298	000095F0	LG14	No
169	5.157	558167	000095F0	LG14	No
159	5.157	533387	000095F0	LG14	No
164	5.233	541075	000095F0	LG14	No
163	5.233	541065	000095F0	LG14	No
165	5.233	543426	000095F0	LG14	No
173	5.618	597059	000095F0	LG14	No
177	6.002	632325	000095F0	LG14	No
179	6.002	632369	000095F0	LG14	No
178	6.002	632346	000095F0	LG14	No
184	6.386	644006	000095F0	LG14	No
183	6.463	638239	000095F0	LG14	No
191	7.157	733419	000095F0	LG14	No
185	7.157	686289	000095F0	LG14	No
198	8.633	1726501	000095F0	LG14	No
202	9.717	1730893	000095F0	LG14	No
201	9.717	1730892	000095F0	LG14	No
204	9.717	1730897	000095F0	LG14	No
203	9.717	1730894	000095F0	LG14	No
13833	9.87	24579847	chr18	LG14	No
13835	9.87	24579859	chr18	LG14	No
13832	9.87	24557669	chr18	LG14	No
13834	10.1	24579854	chr18	LG14	No
13827	10.1	24483075	chr18	LG14	No
13821	10.254	24457642	chr18	LG14	No
13822	10.33	24463067	chr18	LG14	No
13819	10.407	24428618	chr18	LG14	No
13818	10.407	24428617	chr18	LG14	No
13814	10.637	24381979	chr18	LG14	No
13816	10.637	24387545	chr18	LG14	No
13801	11.254	24232271	chr18	LG14	No
13813	11.561	24381538	chr18	LG14	No
13810	11.868	24363940	chr18	LG14	No
13815	11.945	24383162	chr18	LG14	No
13811	11.945	24363964	chr18	LG14	No
13812	13.028	24376200	chr18	LG14	No
13786	13.49	24136084	chr18	LG14	No
13804	13.797	24237493	chr18	LG14	No
13792	14.027	24185349	chr18	LG14	No
13790	14.027	24185336	chr18	LG14	No
13791	14.412	24185348	chr18	LG14	No
13787	14.488	24155122	chr18	LG14	No
13788	14.488	24155178	chr18	LG14	No
13782	14.873	24116649	chr18	LG14	No
13780	15.026	24103057	chr18	LG14	No
13777	15.798	24078328	chr18	LG14	No
13775	16.337	23975658	chr18	LG14	No
13781	17.108	24116635	chr18	LG14	No
13771	17.108	23939637	chr18	LG14	No
13773	17.262	23975616	chr18	LG14	No
13774	17.262	23975636	chr18	LG14	No
13767	18.033	23910383	chr18	LG14	No
13840	19.039	24633056	chr18	LG14	No
13845	19.423	24687320	chr18	LG14	No
13766	19.423	23910301	chr18	LG14	No
13847	19.73	24703191	chr18	LG14	No
13846	20.192	24703169	chr18	LG14	No
13849	21.041	24728027	chr18	LG14	No
13850	21.425	24850250	chr18	LG14	No
13853	21.887	25008357	chr18	LG14	No
13856	21.964	25086755	chr18	LG14	No
13857	22.04	25086782	chr18	LG14	No
13858	22.04	25267870	chr18	LG14	No
13859	24.472	25578398	chr18	LG14	No
13869	24.779	26000566	chr18	LG14	No
13866	25.318	25989999	chr18	LG14	No
13865	25.395	25983199	chr18	LG14	No
13861	25.856	25962990	chr18	LG14	No
13872	26.164	26050286	chr18	LG14	No
13871	26.471	26018326	chr18	LG14	No
13874	27.087	26116029	chr18	LG14	No
13878	29.198	26213414	chr18	LG14	No
13879	29.583	26263914	chr18	LG14	No
13761	30.354	23599715	chr18	LG14	No
13887	30.508	26390884	chr18	LG14	No
13889	30.584	26396523	chr18	LG14	No
13888	30.661	26392656	chr18	LG14	No
13807	31.667	24324439	chr18	LG14	No
13758	31.974	23388210	chr18	LG14	No
13902	32.204	26775340	chr18	LG14	No
13895	33.209	26519307	chr18	LG14	No
13899	33.826	26698874	chr18	LG14	No
13873	34.287	26050287	chr18	LG14	No
13892	34.518	26434521	chr18	LG14	No
13756	34.518	23296144	chr18	LG14	No
13897	34.671	26553072	chr18	LG14	No
13880	34.671	26302746	chr18	LG14	No
13885	34.748	26364093	chr18	LG14	No
13896	34.901	26542694	chr18	LG14	No
13764	36.063	23666268	chr18	LG14	No
13763	36.063	23666225	chr18	LG14	No
13737	36.757	22418126	chr18	LG14	No
13765	37.218	23910290	chr18	LG14	No
13751	38.537	23260007	chr18	LG14	No
13747	39.076	23026438	chr18	LG14	No
13738	39.23	22431632	chr18	LG14	No
13731	39.306	22244985	chr18	LG14	No
13732	39.536	22320897	chr18	LG14	No
13722	39.536	22065889	chr18	LG14	No
13726	39.536	22218755	chr18	LG14	No
13568	40.153	14017852	chr18	LG14	No
13752	41.787	23260023	chr18	LG14	No
13736	42.326	22418107	chr18	LG14	No
13750	42.479	23201596	chr18	LG14	No
13734	43.956	22369834	chr18	LG14	No
13709	43.956	21702527	chr18	LG14	No
13705	44.263	21617834	chr18	LG14	No
13735	44.34	22369850	chr18	LG14	No
